te	gloss	pos	status
ట్రబులు	trouble (English loanword)	noun	draft
గూకింది	set, went to roost (of the sun); from గూకు	verb — past, 3sg neut	draft
దిగు	get down! (imperative of దిగు, to descend)	verb — imperative, 2sg	draft
అవకాళం	opportunity, chance (for అవకాశం)	noun	draft
ఇవ్వేళే	this very day, today itself (ఈ + వేళ + ఏ)	adverb (emphatic)	draft
నెలలైంది	it has been (two) months; from నెలలు + అయింది	verb — perfective, 3sg neut (noun+aux)	draft
ఆధారం	support, mainstay; what one depends on	noun	draft
అనుకున్నాడు	he thought (decided); from అనుకొను	verb — past, 3sg masc	draft
ఇట్లానా	like this? (is this how?) — from ఇట్లా 'thus' + question -నా	adverb + interrogative particle	draft
చేయాలో	what should be done (from చేయు, 'to do')	verb — obligative + interrogative clitic	draft
ఏవుయ్యా	hey there! (calling a man); from ఏమి + అయ్యా	interjection (vocative)	draft
అంటున్న	that (you) are saying; from అను 'to say'	verb — present participle (relative)	draft
డిసెంబరులోనమ్మా	in December (with affectionate address 'amma')	noun phrase — డిసెంబరు + లో 'in' + అమ్మా	draft
పిలుస్తానన్నాడు	said he would call (me)	verb — past 3sg masc, quotative (పిలువు + అను)	draft
ఏవుండీ	hey there!/excuse me, sir (polite call; = ఏమండీ)	interjection (vocative)	draft
వెళ్ళిపోయాడు	he left / went away (from వెళ్ళిపోవు)	verb — past, 3sg masc	draft
తెల్లవార	to dawn, daybreak (from తెల్లవారు)	verb stem	draft
ముప్రైఒకటో	"thirty-first (in ""31st year"" = age 31); from ముప్పై ఒకటి"	ordinal numeral / adjective	draft
వున			ocr-junk
బాగుచేశాను	I repaired, I fixed (from బాగుచేయు)	verb — past, 1sg	draft
గొప్పవాణ్డి	a great man (accusative of గొప్పవాడు)	noun — masculine, accusative sg	draft
ఎక్కడుంది	where is (it)? (ఎక్కడ + ఉంది)	interrogative + verb, present 3sg neut	draft
యిచ్చారు	gave (bought and gave); from ఇచ్చు 'to give'	verb — past, 3rd person honorific/plural	draft
ధి			ocr-junk
బోర్నవీటా	Bournvita (malted drink brand)	noun (proper)	draft
కంపెనీదే	belonging to (this) company — కంపెనీ + genitive -ది + emphatic -ఏ	noun — genitive/possessive with emphatic	draft
మొదటిరోజు	the first day (mod ati + r ju)	noun phrase	draft
రాలుతున్నాయి	are falling (off); from రాలు 'to fall/shed'	verb — present progressive, 3pl	draft
రాబాదుకు	to Hyderabad (second half of split హైద-రాబాదుకు)	noun — name, dative (from హైదరాబాదు)	draft
కాక	not only (for); negative participle of కాదు 'is not'	verb — negative participle	draft
చాల	enough, sufficient (with లేదు: 'was not enough'); from చాలు	verb stem — part of చాలలేదు	draft
రామ్మూర్తీ	O Ramamurti! (address form of రామమూర్తి)	name — vocative	draft
కషాయమే	a bitter decoction indeed (kaṣāyaṁ + emphatic -ē)	noun — emphatic form of కషాయం	draft
సైలక్టు	selected (English loan 'select')	verb stem (loanword, with అయితే: 'if selected')	draft
బయల్దేరండి	get going, set out (imperative, polite); from బయల్దేరు	verb — imperative, honorific/plural	draft
నోరూరింది	his mouth watered (from నోరూరు)	verb — past, 3sg neuter	draft
పోయినప్పుడు	when (it) went off/away; from పోవు 'to go'	verb — temporal clause, 'when X went'	draft
అతనున్నాడు	"""he is (there)"" — అతను + ఉన్నాడు (from ఉండు, to be)"	pronoun + verb, present 3sg masc	draft
తీస్తున్నాను	I am opening (from తీయు 'to open/take')	verb — present continuous, 1sg	draft
డబ్బులివ్వండి	give (me) money — డబ్బులు + ఇవ్వండి (polite imperative)	noun + verb — polite imperative	draft
పదకొండుమంది	eleven (people)	numeral (human plural) — from పదకొండు 'eleven' + మంది 'persons'	draft
మలయాళం	Malayalam (language)	noun (proper)	draft
తగలటం	striking, landing (verbal noun of తగులు, to hit)	verbal noun	draft
వెయ్యేళ్ళ	of a thousand years (వెయ్యి + ఏళ్ళు)	noun phrase — attributive/genitive	draft
జన్రాభో			ocr-junk
లేకుండా	without, in the absence of (from లేకుండు)	adverbial participle / postposition	draft
తెంపింది	(she) broke/snapped (it); from తెంపు 'to snap'	verb — past, 3sg fem/neut	draft
కాయితాలతో	with papers (from కాయితం 'paper')	noun — instrumental plural	draft
పెట్టెలోనే	right in the box (from పెట్టె 'box' + లో 'in' + emphatic ఏ)	noun — locative with emphatic particle	draft
అడుగుతూ	asking (continuously); from అడుగు 'to ask'	verb — imperfective participle	draft
నట	acting, actor's (in నట జీవితం 'acting career')	noun (compound element)	draft
తేవాలి	must bring/get (from తేవడం/తెచ్చు 'to bring')	verb — obligative	draft
ఏమిటది	what is that? (ఏమిటి 'what' + అది 'that')	interrogative phrase	draft
జితం	conquered, won (from Sanskrit jita)	adjective (past participle)	draft
ఎ	"letter ""A"" (in the abbreviation B.A.)"	letter (abbreviation fragment)	draft
రోడ్డుమీద	on the road (రోడ్డు + మీద)	noun + postposition	draft
ఏదండీ	which one, sir? (ఏది + polite -అండీ)	interrogative pronoun — polite form	draft
ఊపండి	(you) swing/push (it) — polite imperative of ఊపు 'to swing'	verb — imperative, polite/plural	draft
ఇవేనా	are these (the ones)? — from ఇవి 'these' + emphatic -ఏ + question -ఆ	pronoun — interrogative form	draft
కూర్చోమ్మా	sit, dear (కూర్చోవడం 'to sit' + అమ్మా)	verb — imperative, 2sg + vocative	draft
సైలక్ట్	"""select"" (as in selected, chosen)"	noun — English loanword, used with చేయు 'to do'	draft
డిప్లొమా	diploma (course)	noun (loanword)	draft
బాగాలేదా	is it not good? (bāgā lēdu + interrogative -ā)	phrase — negative verb, interrogative	draft
మందిమే	"persons (counting people) + emphatic -ē: ""only ... people""; from మంది"	noun + emphatic particle	draft
మెహ			ocr-junk
ఉదయిస్తున్నప్పుడు	while (it) is rising (from ఉదయించు, to rise)	verb — present participle + temporal 'when'	draft
అల్లటం	knitting/weaving (act of); from అల్లు 'to knit'	verbal noun	draft
ముందే	beforehand, in advance (from ముందు 'front, before')	adverb	draft
వచ్చావా	did you come? (from వచ్చు 'to come')	verb — past interrogative, 2sg	draft
టాకీసులో	in the talkies (cinema hall); from టాకీసు	noun — locative singular	draft
ఇంట్లోకీ	into the house (from ఇల్లు 'house')	noun — locative/dative, ఇల్లు + లోకి	draft
అనుభవిస్తున్నదా	is (she/it) experiencing? — from అనుభవించు, to undergo	verb — present continuous, 3sg fem/neut + question particle	draft
కన్నడంవారు	a Kannada person; one from Karnataka	noun (honorific plural of కన్నడంవాడు)	draft
మేమిద్దరం	we two (మేము + ఇద్దరం)	pronoun phrase — 1pl	draft
సుబ్బారావేనా	is it (our) Subbarao?	name + emphatic -ē + interrogative -ā	draft
కంత	that much (correlative to ఎంత); variant of అంత	adjective/adverb (correlative quantifier)	draft
యిచ్చిన	given (by) — rel. past participle of ఇచ్చు 'to give'	verb — relative past participle	draft
కొనుక్కోడానికి	in order to buy (for oneself); from కొనుక్కొను	verb — purposive infinitive (dative verbal noun)	draft
గోపాలరావేనా	Is it Gopalarao? (name + emphatic -ē + question -ā)	name — interrogative form	draft
